locus	ensg_id	gene_symbol	alignment_length	gc_percent	variable_sites	parsimony_informative_sites	pct_informative_sites	gc3_bucket	resolution_bucket	rate_bucket	completeness_bucket
ENSG00000167981_ZNF597	ENSG00000167981	ZNF597	1275	46.36	988	566	44.39	GC3	80	fast	70
ENSG00000167986_DDB1	ENSG00000167986	DDB1	3423	53.62	1059	632	18.46	GC1		slow	90
ENSG00000167994_RAB3IL1	ENSG00000167994	RAB3IL1	1149	63.93	531	268	23.32			slow	80
ENSG00000167995_BEST1	ENSG00000167995	BEST1	1761	55.65	923	525	29.81	GC1	70	fast	70
ENSG00000168004_HRASLS5	ENSG00000168004	HRASLS5	825	56.34	568	355	43.03	GC1	70	fast	90
ENSG00000168010_ATG16L2	ENSG00000168010	ATG16L2	1860	62.24	1174	624	33.55		70	fast	90
ENSG00000168016_TRANK1	ENSG00000168016	TRANK1	8016	52.74	4130	2477	30.90	GC1	90	fast	80
ENSG00000168026_TTC21A	ENSG00000168026	TTC21A	3966	55.46	2133	1065	26.85		70	slow	70
ENSG00000168032_ENTPD3	ENSG00000168032	ENTPD3	1590	51.61	990	615	38.68	GC1	80	fast	90
ENSG00000168036_CTNNB1	ENSG00000168036	CTNNB1	2346	49.50	616	378	16.11	GC3		slow	90
ENSG00000168060_NAALADL1	ENSG00000168060	NAALADL1	2235	61.81	1250	776	34.72		80	slow	80
ENSG00000168066_SF1	ENSG00000168066	SF1	1890	58.96	629	406	21.48	GC2		slow	90
ENSG00000168067_MAP4K2	ENSG00000168067	MAP4K2	2463	61.56	968	436	17.70		70	slow	70
ENSG00000168070_C11orf85	ENSG00000168070	C11orf85	660	47.21	426	285	43.18	GC2		slow	70
ENSG00000168077_SCARA3	ENSG00000168077	SCARA3	1821	60.46	854	492	27.02		80	slow	90
ENSG00000168079_SCARA5	ENSG00000168079	SCARA5	1485	64.58	688	324	21.82		70	slow	80
ENSG00000168090_COPS6	ENSG00000168090	COPS6	978	53.97	334	159	16.26	GC1		slow	80
ENSG00000168092_PAFAH1B2	ENSG00000168092	PAFAH1B2	690	48.33	189	94	13.62	GC2		slow	90
ENSG00000168096_ANKS3	ENSG00000168096	ANKS3	1983	60.83	1142	604	30.46		70	fast	90
ENSG00000168118_RAB4A	ENSG00000168118	RAB4A	657	45.26	221	153	23.29	GC3		slow	80
ENSG00000168135_KCNJ4	ENSG00000168135	KCNJ4	1335	64.75	280	122	9.14			slow	
ENSG00000168137_SETD5	ENSG00000168137	SETD5	4326	49.93	1428	630	14.56	GC3	80	slow	80
ENSG00000168140_VASN	ENSG00000168140	VASN	2031	68.89	1126	611	30.08		80	slow	70
ENSG00000168143_FAM83B	ENSG00000168143	FAM83B	3036	42.80	1750	1042	34.32	GC3	80	fast	90
ENSG00000168172_HOOK3	ENSG00000168172	HOOK3	2157	41.35	769	437	20.26	GC3		slow	90
ENSG00000168214_RBPJ	ENSG00000168214	RBPJ	1461	44.63	379	216	14.78	GC3		slow	90
ENSG00000168216_LMBRD1	ENSG00000168216	LMBRD1	1629	39.98	806	420	25.78	GC3		slow	90
ENSG00000168228_ZCCHC4	ENSG00000168228	ZCCHC4	1542	45.01	824	447	28.99	GC3	70	fast	90
ENSG00000168229_PTGDR	ENSG00000168229	PTGDR	1086	61.12	596	352	32.41		70	fast	80
ENSG00000168234_TTC39C	ENSG00000168234	TTC39C	1587	45.26	503	280	17.64	GC2	70	slow	90
ENSG00000168246_UBTD2	ENSG00000168246	UBTD2	636	49.36	220	138	21.70	GC2	70	slow	90
ENSG00000168259_DNAJC7	ENSG00000168259	DNAJC7	1485	45.61	447	224	15.08	GC3		slow	90
ENSG00000168268_NT5DC2	ENSG00000168268	NT5DC2	1476	59.07	479	254	17.21			slow	80
ENSG00000168280_KIF5C	ENSG00000168280	KIF5C	2748	50.43	821	518	18.85	GC1		slow	90
ENSG00000168282_MGAT2	ENSG00000168282	MGAT2	1344	52.30	550	264	19.64	GC1	70	slow	70
ENSG00000168286_THAP11	ENSG00000168286	THAP11	918	64.36	264	151	16.45			slow	
ENSG00000168297_PXK	ENSG00000168297	PXK	1740	46.85	696	364	20.92	GC2	70	slow	90
ENSG00000168300_PCMTD1	ENSG00000168300	PCMTD1	1074	42.71	379	209	19.46	GC3		slow	90
ENSG00000168301_KCTD6	ENSG00000168301	KCTD6	714	46.55	196	121	16.95	GC2		slow	90
ENSG00000168306_ACOX2	ENSG00000168306	ACOX2	2046	55.41	1214	762	37.24	GC1	80	fast	80
ENSG00000168310_IRF2	ENSG00000168310	IRF2	1050	51.32	365	209	19.90	GC2		slow	90
ENSG00000168329_CX3CR1	ENSG00000168329	CX3CR1	1071	50.45	616	378	35.29	GC1		slow	80
ENSG00000168348_INSM2	ENSG00000168348	INSM2	1683	68.87	1007	505	30.01		70	fast	80
ENSG00000168350_DEGS2	ENSG00000168350	DEGS2	972	65.81	409	197	20.27			slow	80
ENSG00000168356_SCN11A	ENSG00000168356	SCN11A	5343	45.36	2904	1790	33.50	GC2	80	fast	80
ENSG00000168385_SEPT2	ENSG00000168385	SEPT2	1086	50.46	417	271	24.95	GC1		slow	90
ENSG00000168386_FILIP1L	ENSG00000168386	FILIP1L	3408	43.17	1426	710	20.83	GC3	80	fast	90
ENSG00000168389_MFSD2A	ENSG00000168389	MFSD2A	1590	55.73	741	427	26.86	GC1		fast	90
ENSG00000168393_DTYMK	ENSG00000168393	DTYMK	639	60.25	341	224	35.05		70	slow	
ENSG00000168394_TAP1	ENSG00000168394	TAP1	2265	58.94	1351	836	36.91	GC1	80	fast	90
ENSG00000168395_ING5	ENSG00000168395	ING5	723	54.25	271	147	20.33	GC1		fast	70
ENSG00000168397_ATG4B	ENSG00000168397	ATG4B	1182	58.70	537	335	28.34			fast	80
ENSG00000168398_BDKRB2	ENSG00000168398	BDKRB2	1182	60.82	615	326	27.58		70	fast	70
ENSG00000168411_RFWD3	ENSG00000168411	RFWD3	2325	51.21	1431	865	37.20	GC2	80	fast	90
ENSG00000168418_KCNG4	ENSG00000168418	KCNG4	1521	65.02	777	479	31.49		80	slow	80
ENSG00000168427_KLHL30	ENSG00000168427	KLHL30	1737	67.64	843	434	24.99			fast	70
ENSG00000168434_COG7	ENSG00000168434	COG7	2313	54.51	978	597	25.81	GC1	70	fast	90
ENSG00000168438_CDC40	ENSG00000168438	CDC40	1740	43.11	525	290	16.67	GC3		slow	90
ENSG00000168439_STIP1	ENSG00000168439	STIP1	1632	51.89	912	562	34.44	GC1		fast	90
ENSG00000168453_HR	ENSG00000168453	HR	3555	64.17	2046	1195	33.61	GC1	80	fast	90
ENSG00000168481_LGI3	ENSG00000168481	LGI3	1647	60.23	554	302	18.34		70	slow	80
ENSG00000168487_BMP1	ENSG00000168487	BMP1	2961	59.34	1123	589	19.89			fast	90
ENSG00000168488_ATXN2L	ENSG00000168488	ATXN2L	3240	60.22	1220	646	19.94	GC1		fast	90
ENSG00000168490_PHYHIP	ENSG00000168490	PHYHIP	993	60.20	283	123	12.39			slow	80
ENSG00000168491_CCDC110	ENSG00000168491	CCDC110	2499	34.36	1614	900	36.01	GC3	80	fast	90
ENSG00000168497_SDPR	ENSG00000168497	SDPR	1278	57.31	732	434	33.96			fast	90
ENSG00000168502_MTCL1	ENSG00000168502	MTCL1	4719	61.38	2899	1770	37.51		80	fast	90
ENSG00000168517_HEXIM2	ENSG00000168517	HEXIM2	861	65.06	547	285	33.10		70	slow	90
ENSG00000168522_FNTA	ENSG00000168522	FNTA	1140	44.11	453	232	20.35	GC3		slow	90
ENSG00000168528_SERINC2	ENSG00000168528	SERINC2	1365	60.48	674	371	27.18			fast	80
ENSG00000168538_TRAPPC11	ENSG00000168538	TRAPPC11	3402	45.23	1350	882	25.93	GC3		slow	90
ENSG00000168542_COL3A1	ENSG00000168542	COL3A1	4398	58.39	2049	1295	29.45	GC3	80	slow	90
ENSG00000168546_GFRA2	ENSG00000168546	GFRA2	1395	60.79	416	198	14.19			slow	80
ENSG00000168556_ING2	ENSG00000168556	ING2	843	44.85	223	135	16.01	GC3		slow	90
ENSG00000168564_CDKN2AIP	ENSG00000168564	CDKN2AIP	1752	48.44	829	421	24.03	GC3	70	fast	80
ENSG00000168566_SNRNP48	ENSG00000168566	SNRNP48	1020	44.33	497	269	26.37	GC3		slow	70
ENSG00000168575_SLC20A2	ENSG00000168575	SLC20A2	1962	55.38	915	588	29.97	GC1		fast	90
ENSG00000168591_TMUB2	ENSG00000168591	TMUB2	942	58.30	396	186	19.75	GC1		slow	90
ENSG00000168610_STAT3	ENSG00000168610	STAT3	2313	51.62	591	390	16.86	GC1		slow	90
ENSG00000168615_ADAM9	ENSG00000168615	ADAM9	2460	44.62	1188	676	27.48	GC3	80	slow	90
ENSG00000168619_ADAM18	ENSG00000168619	ADAM18	2217	37.68	1456	823	37.12	GC3	80	fast	90
ENSG00000168621_GDNF	ENSG00000168621	GDNF	636	54.56	251	136	21.38	GC1		slow	80
ENSG00000168646_AXIN2	ENSG00000168646	AXIN2	2532	61.04	1325	658	25.99		80	fast	80
ENSG00000168658_VWA3B	ENSG00000168658	VWA3B	3810	47.49	2293	1312	34.44	GC2	80	fast	80
ENSG00000168675_LDLRAD4	ENSG00000168675	LDLRAD4	921	61.63	486	309	33.55			fast	80
ENSG00000168676_KCTD19	ENSG00000168676	KCTD19	2781	53.52	1284	702	25.24	GC1	80	fast	90
ENSG00000168679_SLC16A4	ENSG00000168679	SLC16A4	1479	44.00	967	493	33.33	GC3	80	fast	80
ENSG00000168685_IL7R	ENSG00000168685	IL7R	1380	45.08	883	563	40.80	GC3	80	fast	90
ENSG00000168710_AHCYL1	ENSG00000168710	AHCYL1	1593	50.99	432	239	15.00	GC2		slow	90
ENSG00000168724_DNAJC21	ENSG00000168724	DNAJC21	1599	44.62	773	383	23.95	GC3		slow	80
ENSG00000168748_CA7	ENSG00000168748	CA7	795	59.34	313	147	18.49		70	slow	80
ENSG00000168758_SEMA4C	ENSG00000168758	SEMA4C	2502	62.39	1258	646	25.82		70	slow	80
ENSG00000168781_PPIP5K1	ENSG00000168781	PPIP5K1	4272	52.74	1712	912	21.35	GC2	80	fast	90
ENSG00000168785_TSPAN5	ENSG00000168785	TSPAN5	807	46.32	187	98	12.14	GC2		slow	90
ENSG00000168792_ABHD15	ENSG00000168792	ABHD15	1407	66.59	595	283	20.11		70	fast	70
ENSG00000168795_ZBTB5	ENSG00000168795	ZBTB5	2034	53.37	719	434	21.34	GC1	80	slow	80
ENSG00000168803_ADAL	ENSG00000168803	ADAL	1068	41.70	575	257	24.06	GC3		fast	90
ENSG00000168807_SNTB2	ENSG00000168807	SNTB2	1617	56.71	559	219	13.54	GC1		fast	80
ENSG00000168811_IL12A	ENSG00000168811	IL12A	741	50.98	506	297	40.08	GC1		fast	90
ENSG00000168813_ZNF507	ENSG00000168813	ZNF507	2868	47.04	1494	966	33.68	GC2	90	fast	90
ENSG00000168826_ZBTB49	ENSG00000168826	ZBTB49	2298	54.64	1327	905	39.38	GC1	70	fast	80
ENSG00000168827_GFM1	ENSG00000168827	GFM1	2265	46.38	978	607	26.80	GC3	70	fast	90
ENSG00000168828_OR13J1	ENSG00000168828	OR13J1	939	57.81	429	222	23.64			slow	
ENSG00000168876_ANKRD49	ENSG00000168876	ANKRD49	720	46.87	341	209	29.03	GC3		slow	90
ENSG00000168878_SFTPB	ENSG00000168878	SFTPB	1113	62.46	789	449	40.34		80	fast	90
ENSG00000168883_USP39	ENSG00000168883	USP39	1698	51.95	562	336	19.79	GC1	70	slow	90
ENSG00000168884_TNIP2	ENSG00000168884	TNIP2	1248	64.43	758	430	34.46			fast	80
ENSG00000168890_TMEM150A	ENSG00000168890	TMEM150A	816	59.02	334	187	22.92			slow	80
ENSG00000168904_LRRC28	ENSG00000168904	LRRC28	1104	49.26	394	189	17.12	GC2		slow	80
ENSG00000168906_MAT2A	ENSG00000168906	MAT2A	1188	46.84	224	91	7.66	GC3		slow	70
ENSG00000168907_PLA2G4F	ENSG00000168907	PLA2G4F	2550	59.25	1674	935	36.67		80	fast	90
ENSG00000168916_ZNF608	ENSG00000168916	ZNF608	4539	53.96	1520	855	18.84	GC2	90	slow	90
ENSG00000168917_SLC35G2	ENSG00000168917	SLC35G2	1239	40.80	422	201	16.22	GC3		slow	70
ENSG00000168918_INPP5D	ENSG00000168918	INPP5D	3552	57.36	1758	967	27.22		70	fast	90
ENSG00000168924_LETM1	ENSG00000168924	LETM1	2220	60.44	1191	718	32.34		80	fast	80
ENSG00000168938_PPIC	ENSG00000168938	PPIC	639	50.38	280	165	25.82	GC2		fast	90
ENSG00000168944_CEP120	ENSG00000168944	CEP120	2961	43.62	1309	720	24.32	GC3	90	slow	90
ENSG00000168952_STXBP6	ENSG00000168952	STXBP6	633	49.90	194	113	17.85	GC2		slow	90
ENSG00000168955_TM4SF20	ENSG00000168955	TM4SF20	690	45.74	458	327	47.39	GC2		fast	90
ENSG00000168959_GRM5	ENSG00000168959	GRM5	3609	53.97	1349	691	19.15	GC1		fast	70
ENSG00000168994_PXDC1	ENSG00000168994	PXDC1	696	54.54	316	164	23.56	GC1		fast	80
ENSG00000169016_E2F6	ENSG00000169016	E2F6	846	45.30	390	233	27.54	GC3		fast	80
ENSG00000169018_FEM1B	ENSG00000169018	FEM1B	1884	47.74	549	334	17.73	GC2	70	slow	80
ENSG00000169026_MFSD7	ENSG00000169026	MFSD7	1419	62.75	962	581	40.94		80	fast	80
ENSG00000169031_COL4A3	ENSG00000169031	COL4A3	5010	57.44	2793	1754	35.01	GC3	90	slow	80
ENSG00000169032_MAP2K1	ENSG00000169032	MAP2K1	1182	53.31	394	200	16.92	GC1		slow	90
ENSG00000169047_IRS1	ENSG00000169047	IRS1	3723	64.48	1553	834	22.40		80	slow	80
ENSG00000169057_MECP2	ENSG00000169057	MECP2	1461	61.00	499	303	20.74	GC1		slow	80
ENSG00000169062_UPF3A	ENSG00000169062	UPF3A	1431	50.67	987	617	43.12	GC2	80	fast	90
ENSG00000169064_ZBBX	ENSG00000169064	ZBBX	2520	39.22	1791	929	36.87	GC3	80	fast	90
ENSG00000169085_C8orf46	ENSG00000169085	C8orf46	612	56.89	345	196	32.03	GC1		fast	90
ENSG00000169087_HSPBAP1	ENSG00000169087	HSPBAP1	1470	45.06	867	520	35.37	GC3	70	fast	90
ENSG00000169116_PARM1	ENSG00000169116	PARM1	930	57.92	686	452	48.60	GC2	80	fast	70
ENSG00000169122_FAM110B	ENSG00000169122	FAM110B	1113	62.88	369	227	20.40		70	slow	
ENSG00000169129_AFAP1L2	ENSG00000169129	AFAP1L2	2460	59.19	1305	711	28.90		80	fast	90
ENSG00000169155_ZBTB43	ENSG00000169155	ZBTB43	1404	49.63	504	252	17.95	GC2		slow	90
ENSG00000169169_CPT1C	ENSG00000169169	CPT1C	2412	60.02	1128	553	22.93		70	fast	70
ENSG00000169180_XPO6	ENSG00000169180	XPO6	3375	51.79	1072	592	17.54	GC1	70	slow	90
ENSG00000169188_APEX2	ENSG00000169188	APEX2	1557	55.46	846	487	31.28	GC1	80	slow	80
ENSG00000169189_NSMCE1	ENSG00000169189	NSMCE1	801	51.92	400	228	28.46	GC1		fast	80
ENSG00000169213_RAB3B	ENSG00000169213	RAB3B	660	52.92	196	117	17.73	GC1		slow	90
ENSG00000169217_CD2BP2	ENSG00000169217	CD2BP2	1026	59.07	423	246	23.98	GC1	80	slow	80
ENSG00000169218_RSPO1	ENSG00000169218	RSPO1	792	63.24	321	175	22.10			fast	90
ENSG00000169221_TBC1D10B	ENSG00000169221	TBC1D10B	2151	62.15	847	375	17.43	GC1		fast	80
ENSG00000169223_LMAN2	ENSG00000169223	LMAN2	1071	59.46	397	225	21.01			slow	90
ENSG00000169231_THBS3	ENSG00000169231	THBS3	2871	58.07	979	601	20.93	GC1	70	slow	90
ENSG00000169239_CA5B	ENSG00000169239	CA5B	954	51.22	474	272	28.51	GC2		fast	80
ENSG00000169241_SLC50A1	ENSG00000169241	SLC50A1	666	56.45	374	216	32.43		70	fast	90
ENSG00000169242_EFNA1	ENSG00000169242	EFNA1	618	56.54	323	160	25.89	GC1		slow	80
ENSG00000169247_SH3TC2	ENSG00000169247	SH3TC2	3870	55.85	1960	1132	29.25	GC1	80	fast	90
ENSG00000169251_NMD3	ENSG00000169251	NMD3	1512	41.03	621	337	22.29	GC3	70	slow	90
ENSG00000169252_ADRB2	ENSG00000169252	ADRB2	1257	54.95	570	300	23.87			slow	90
ENSG00000169255_B3GALNT1	ENSG00000169255	B3GALNT1	996	42.24	345	194	19.48	GC2		slow	80
ENSG00000169282_KCNAB1	ENSG00000169282	KCNAB1	1206	49.95	505	251	20.81	GC2		fast	90
ENSG00000169288_MRPL1	ENSG00000169288	MRPL1	978	38.94	491	261	26.69	GC3	70	fast	80
ENSG00000169291_SHE	ENSG00000169291	SHE	1491	61.90	893	454	30.45			fast	90
ENSG00000169297_NR0B1	ENSG00000169297	NR0B1	1416	64.84	944	538	37.99		70	fast	90
ENSG00000169299_PGM2	ENSG00000169299	PGM2	1839	46.92	882	529	28.77	GC2	70	slow	90
ENSG00000169302_STK32A	ENSG00000169302	STK32A	1191	47.76	528	263	22.08	GC1		fast	90
ENSG00000169306_IL1RAPL1	ENSG00000169306	IL1RAPL1	2007	44.30	504	199	9.92	GC3	70	fast	80
ENSG00000169313_P2RY12	ENSG00000169313	P2RY12	1029	43.02	445	278	27.02	GC2	70	slow	80
ENSG00000169347_GP2	ENSG00000169347	GP2	1605	55.04	1064	665	41.43	GC1	80	slow	80
ENSG00000169359_SLC33A1	ENSG00000169359	SLC33A1	1653	46.79	724	464	28.07	GC2		slow	90
ENSG00000169371_SNUPN	ENSG00000169371	SNUPN	1086	51.15	535	278	25.60	GC2		fast	90
ENSG00000169372_CRADD	ENSG00000169372	CRADD	600	56.90	288	159	26.50	GC1		slow	70
ENSG00000169375_SIN3A	ENSG00000169375	SIN3A	3825	49.75	1143	629	16.44	GC2	80	slow	90
ENSG00000169379_ARL13B	ENSG00000169379	ARL13B	1293	43.77	622	318	24.59	GC3		slow	90
ENSG00000169398_PTK2	ENSG00000169398	PTK2	3159	52.51	1081	682	21.59	GC1	80	fast	90
ENSG00000169403_PTAFR	ENSG00000169403	PTAFR	1029	53.93	491	313	30.42		70	slow	80
ENSG00000169410_PTPN9	ENSG00000169410	PTPN9	1752	51.20	583	309	17.64	GC1	70	slow	90
ENSG00000169427_KCNK9	ENSG00000169427	KCNK9	1125	60.51	272	109	9.69			slow	
ENSG00000169432_SCN9A	ENSG00000169432	SCN9A	5973	42.76	2372	1303	21.81	GC3	80	slow	90
ENSG00000169435_RASSF6	ENSG00000169435	RASSF6	1050	39.67	593	352	33.52	GC3	70	fast	90
ENSG00000169436_COL22A1	ENSG00000169436	COL22A1	4875	64.46	2494	1350	27.69	GC2	90	fast	70
ENSG00000169439_SDC2	ENSG00000169439	SDC2	606	48.04	283	155	25.58	GC3		slow	80
ENSG00000169490_TM2D2	ENSG00000169490	TM2D2	645	53.01	268	158	24.50	GC2		slow	90
ENSG00000169495_HTRA4	ENSG00000169495	HTRA4	1431	56.31	861	412	28.79	GC1		fast	80
ENSG00000169499_PLEKHA2	ENSG00000169499	PLEKHA2	1278	54.32	539	296	23.16	GC1	70	fast	90
ENSG00000169504_CLIC4	ENSG00000169504	CLIC4	762	43.64	258	127	16.67	GC2		slow	90
ENSG00000169507_SLC38A11	ENSG00000169507	SLC38A11	1332	40.95	639	351	26.35	GC3	70	fast	90
ENSG00000169508_GPR183	ENSG00000169508	GPR183	1086	42.40	478	355	32.69	GC2		slow	90
ENSG00000169515_CCDC8	ENSG00000169515	CCDC8	1566	63.88	946	539	34.42	GC1	70	slow	
ENSG00000169550_MUC15	ENSG00000169550	MUC15	1005	41.47	725	490	48.76	GC3	80	fast	90
ENSG00000169554_ZEB2	ENSG00000169554	ZEB2	3630	47.34	971	454	12.51	GC2	70	slow	90
ENSG00000169562_GJB1	ENSG00000169562	GJB1	852	58.65	225	128	15.02			slow	80
ENSG00000169564_PCBP1	ENSG00000169564	PCBP1	1071	55.41	309	222	20.73	GC1		slow	80
ENSG00000169583_CLIC3	ENSG00000169583	CLIC3	714	64.96	336	184	25.77			slow	70
ENSG00000169592_INO80E	ENSG00000169592	INO80E	735	62.65	272	119	16.19			slow	80
ENSG00000169594_BNC1	ENSG00000169594	BNC1	2895	56.52	1532	986	34.06	GC1	80	fast	90
ENSG00000169598_DFFB	ENSG00000169598	DFFB	1017	60.47	599	386	37.95		80	fast	90
ENSG00000169599_NFU1	ENSG00000169599	NFU1	762	43.92	350	150	19.69	GC3		fast	80
ENSG00000169604_ANTXR1	ENSG00000169604	ANTXR1	1695	52.82	549	319	18.82	GC2	70	slow	80
ENSG00000169607_CKAP2L	ENSG00000169607	CKAP2L	2238	45.10	1688	1072	47.90	GC3	80	fast	90
ENSG00000169618_PROKR1	ENSG00000169618	PROKR1	1182	54.85	565	329	27.83			slow	90
ENSG00000169621_APLF	ENSG00000169621	APLF	1539	44.20	1041	633	41.13	GC3	80	fast	90
ENSG00000169635_HIC2	ENSG00000169635	HIC2	1848	65.38	724	383	20.73		70	slow	
ENSG00000169660_HEXDC	ENSG00000169660	HEXDC	1461	62.18	831	519	35.52		70	fast	90
ENSG00000169679_BUB1	ENSG00000169679	BUB1	3258	46.11	2032	1276	39.17	GC3	80	slow	80
ENSG00000169682_SPNS1	ENSG00000169682	SPNS1	1587	62.54	616	305	19.22		70	fast	80
ENSG00000169683_LRRC45	ENSG00000169683	LRRC45	2013	63.11	1065	549	27.27		80	fast	70
ENSG00000169684_CHRNA5	ENSG00000169684	CHRNA5	1359	43.80	612	401	29.51	GC3		fast	90
ENSG00000169692_AGPAT2	ENSG00000169692	AGPAT2	705	60.19	432	237	33.62			fast	80
ENSG00000169696_ASPSCR1	ENSG00000169696	ASPSCR1	1602	63.70	1025	566	35.33		70	fast	
ENSG00000169710_FASN	ENSG00000169710	FASN	7536	64.43	4134	2460	32.64		90	fast	70
ENSG00000169718_DUS1L	ENSG00000169718	DUS1L	1428	61.27	637	342	23.95			fast	70
ENSG00000169727_GPS1	ENSG00000169727	GPS1	1467	59.85	533	288	19.63			fast	70
ENSG00000169740_ZNF32	ENSG00000169740	ZNF32	822	46.72	228	109	13.26	GC3	70	slow	80
ENSG00000169744_LDB2	ENSG00000169744	LDB2	1122	50.86	386	219	19.52	GC1		fast	90
ENSG00000169758_C15orf27	ENSG00000169758	C15orf27	1617	58.95	811	354	21.89			fast	80
ENSG00000169760_NLGN1	ENSG00000169760	NLGN1	1851	43.94	472	245	13.24	GC3		slow	90
ENSG00000169762_TAPT1	ENSG00000169762	TAPT1	1620	44.35	629	397	24.51	GC2		fast	90
ENSG00000169764_UGP2	ENSG00000169764	UGP2	1527	40.80	477	260	17.03	GC3	70	slow	90
ENSG00000169783_LINGO1	ENSG00000169783	LINGO1	1863	62.91	402	214	11.49			slow	70
ENSG00000169813_HNRNPF	ENSG00000169813	HNRNPF	1245	51.93	356	224	17.99	GC2	70	slow	
ENSG00000169814_BTD	ENSG00000169814	BTD	1596	52.51	834	507	31.77	GC1	70	fast	80
ENSG00000169826_CSGALNACT2	ENSG00000169826	CSGALNACT2	1629	43.30	531	257	15.78	GC3	70	slow	90
ENSG00000169851_PCDH7	ENSG00000169851	PCDH7	3366	56.08	1036	538	15.98	GC1	80	slow	80
ENSG00000169855_ROBO1	ENSG00000169855	ROBO1	4899	49.89	1634	966	19.72	GC3	70	slow	80
ENSG00000169856_ONECUT1	ENSG00000169856	ONECUT1	1398	62.47	360	156	11.16			slow	80
ENSG00000169860_P2RY1	ENSG00000169860	P2RY1	1122	53.26	372	205	18.27			slow	70
ENSG00000169862_CTNND2	ENSG00000169862	CTNND2	3630	58.30	1166	572	15.76	GC1		fast	80
ENSG00000169891_REPS2	ENSG00000169891	REPS2	1716	51.13	852	424	24.71	GC2	70	fast	90
ENSG00000169895_SYAP1	ENSG00000169895	SYAP1	1059	49.21	561	320	30.22	GC2	70	fast	90
ENSG00000169896_ITGAM	ENSG00000169896	ITGAM	3459	53.30	2113	1354	39.14	GC1	80	fast	80
ENSG00000169902_TPST1	ENSG00000169902	TPST1	1113	45.95	427	249	22.37	GC2	70	slow	90
ENSG00000169905_TOR1AIP2	ENSG00000169905	TOR1AIP2	1413	50.77	924	572	40.48	GC2	80	fast	90
ENSG00000169908_TM4SF1	ENSG00000169908	TM4SF1	609	51.61	353	249	40.89	GC2		fast	90
ENSG00000169914_OTUD3	ENSG00000169914	OTUD3	1194	51.54	568	259	21.69	GC2		fast	90
ENSG00000169919_GUSB	ENSG00000169919	GUSB	1953	57.68	1001	602	30.82		70	fast	90
ENSG00000169925_BRD3	ENSG00000169925	BRD3	2181	60.93	744	430	19.72		80	slow	70
ENSG00000169933_FRMPD4	ENSG00000169933	FRMPD4	3936	53.54	1712	1021	25.94	GC1	80	fast	90
ENSG00000169946_ZFPM2	ENSG00000169946	ZFPM2	3453	49.62	1327	779	22.56	GC2		slow	90
ENSG00000169957_ZNF768	ENSG00000169957	ZNF768	1623	61.16	592	239	14.73	GC1		slow	
ENSG00000169962_TAS1R3	ENSG00000169962	TAS1R3	2559	64.52	1629	951	37.16		80	fast	70
ENSG00000169967_MAP3K2	ENSG00000169967	MAP3K2	1860	44.04	665	375	20.16	GC3	70	slow	90
ENSG00000169972_PUSL1	ENSG00000169972	PUSL1	906	64.10	488	309	34.11			fast	70
ENSG00000169989_TIGD4	ENSG00000169989	TIGD4	1539	39.48	687	401	26.06	GC3	80	slow	80
ENSG00000169992_NLGN2	ENSG00000169992	NLGN2	2508	64.66	844	398	15.87			fast	80
ENSG00000169994_MYO7B	ENSG00000169994	MYO7B	6354	58.70	3508	1708	26.88		80	slow	
ENSG00000170004_CHD3	ENSG00000170004	CHD3	5907	55.83	2211	1141	19.32	GC1	90	fast	90
ENSG00000170011_MYRIP	ENSG00000170011	MYRIP	2580	58.13	1516	866	33.57	GC1	80	fast	90
ENSG00000170017_ALCAM	ENSG00000170017	ALCAM	1752	43.08	717	396	22.60	GC3	70	slow	90
ENSG00000170027_YWHAG	ENSG00000170027	YWHAG	744	54.66	183	121	16.26			slow	90
ENSG00000170035_UBE2E3	ENSG00000170035	UBE2E3	624	45.64	82	31	4.97	GC3		slow	70
ENSG00000170037_CNTROB	ENSG00000170037	CNTROB	2718	59.89	1787	961	35.36	GC1	80	fast	90
ENSG00000170044_ZPLD1	ENSG00000170044	ZPLD1	1257	46.11	527	283	22.51	GC2		slow	90
ENSG00000170049_KCNAB3	ENSG00000170049	KCNAB3	1215	57.71	473	224	18.44	GC1		slow	90
ENSG00000170075_GPR37L1	ENSG00000170075	GPR37L1	1446	66.01	725	413	28.56		70	slow	70
ENSG00000170085_SIMC1	ENSG00000170085	SIMC1	2547	51.49	1385	794	31.17	GC2	80	slow	80
ENSG00000170088_TMEM192	ENSG00000170088	TMEM192	816	45.83	462	291	35.66	GC2	70	slow	90
ENSG00000170099_SERPINA6	ENSG00000170099	SERPINA6	1215	55.08	821	515	42.39		80	fast	70
ENSG00000170113_NIPA1	ENSG00000170113	NIPA1	954	56.49	397	201	21.07			fast	90
ENSG00000170145_SIK2	ENSG00000170145	SIK2	2778	54.57	1165	665	23.94	GC2	80	fast	90
ENSG00000170153_RNF150	ENSG00000170153	RNF150	1317	56.16	384	202	15.34	GC1		fast	80
ENSG00000170162_VGLL2	ENSG00000170162	VGLL2	954	67.52	478	238	24.95			fast	80
ENSG00000170175_CHRNB1	ENSG00000170175	CHRNB1	1506	57.01	768	399	26.49	GC1	70	fast	90
ENSG00000170185_USP38	ENSG00000170185	USP38	3129	46.07	1509	805	25.73	GC3	80	fast	90
